loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
12800.0, 36 months,14.3,439.35,C,C1,Nurse,10+ years,RENT,52000.0,Verified,Oct-2013,Fully Paid,credit_card,restart,22.94,May-1997,12.0,1.0,6234.0,33.5,21.0,f,INDIVIDUAL,3.0,1.0,"40780 Dawn Burgs
Johnstonstad, NC 70466"
8000.0, 36 months,15.61,279.72,D,D1,Customer Service Sepcialist,< 1 year,RENT,30000.0,Source Verified,Jun-2015,Fully Paid,credit_card,Credit card refinancing,12.36,Apr-2012,7.0,0.0,8939.0,66.2,9.0,w,INDIVIDUAL,0.0,0.0,"79921 Sanchez Loop Suite 155
Lake Scott, MO 22690"
12000.0, 36 months,13.99,410.08,C,C4,SQA Analyst,4 years,MORTGAGE,104000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,18.06,Oct-1997,19.0,0.0,17578.0,49.0,27.0,w,INDIVIDUAL,2.0,0.0,"85191 Schmidt Port Suite 967
East Brittneyside, MO 05113"
16550.0, 36 months,28.49,688.96,G,G4,care giver,2 years,RENT,46000.0,Verified,Aug-2015,Fully Paid,medical,Medical expenses,27.18,Apr-2003,8.0,0.0,4593.0,31.0,12.0,w,INDIVIDUAL,0.0,0.0,"PSC 5540, Box 2290
APO AA 29597"
16000.0, 60 months,10.16,341.22,B,B1,L-3 Cmmunications Intergrated Systems,10+ years,MORTGAGE,68000.0,Verified,May-2013,Fully Paid,debt_consolidation,Help consolidation loan,9.06,Dec-1984,11.0,0.0,16148.0,35.2,21.0,f,INDIVIDUAL,1.0,0.0,"99525 Coleman Manors Suite 486
Lake Timothyton, MA 48052"
16400.0, 60 months,15.99,398.73,D,D2,Electrical Engineering Tech,4 years,MORTGAGE,60000.0,Not Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,20.44,Mar-1995,9.0,1.0,4598.0,33.3,41.0,w,INDIVIDUAL,5.0,1.0,"03187 Daniel Ports Apt. 534
Medinaborough, RI 05113"
24000.0, 60 months,15.61,578.68,D,D1,,,MORTGAGE,104000.0,Source Verified,Aug-2014,Charged Off,debt_consolidation,Debt consolidation,11.37,Nov-2000,10.0,1.0,8910.0,30.0,20.0,w,INDIVIDUAL,3.0,1.0,"08465 Adams Way
Nathanshire, KS 48052"
26375.0, 60 months,22.15,730.7,E,E5,Manager,3 years,OWN,60000.0,Source Verified,May-2014,Charged Off,credit_card,Credit card refinancing,31.56,May-2004,17.0,0.0,28622.0,79.3,23.0,w,INDIVIDUAL,0.0,0.0,"746 Rios Motorway
Lake Leemouth, WV 30723"
9000.0, 36 months,13.11,303.73,B,B4,IMS Health,4 years,MORTGAGE,115000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,Debt consolidation,26.08,Nov-1987,18.0,0.0,31892.0,72.6,53.0,w,INDIVIDUAL,5.0,0.0,"5167 King Manors
Kimland, RI 22690"
14000.0, 36 months,17.57,503.12,D,D4,Office Manager/Exec. Sect.,10+ years,MORTGAGE,68000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,19.93,Dec-1973,12.0,1.0,3997.0,29.8,30.0,w,INDIVIDUAL,5.0,1.0,"569 Lisa Cliff
West Elizabeth, CA 00813"
9000.0, 36 months,12.29,300.18,C,C1,Manager,5 years,MORTGAGE,71000.0,Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,11.98,Mar-2002,10.0,0.0,12791.0,59.0,13.0,w,INDIVIDUAL,1.0,0.0,"56651 Dylan Place
West Devinfort, PA 05113"
35000.0, 36 months,17.57,1257.8,D,D4,"Senior Vice Pres,  Public Relations",2 years,RENT,270000.0,Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,8.94,May-1993,13.0,0.0,53556.0,64.8,28.0,w,INDIVIDUAL,4.0,0.0,"USNS Moyer
FPO AE 48052"
6000.0, 36 months,15.61,209.79,D,D1,Customer Service Rep.,10+ years,MORTGAGE,45000.0,Not Verified,Jul-2014,Fully Paid,home_improvement,Home improvement,11.97,Jul-1999,6.0,0.0,3613.0,35.8,19.0,w,INDIVIDUAL,2.0,0.0,"Unit 7325 Box 8828
DPO AA 00813"
15000.0, 36 months,11.14,492.08,B,B2,Galaxy Glass inc,10+ years,OWN,85000.0,Not Verified,Dec-2012,Fully Paid,debt_consolidation,Business Loan Debt Payoff,17.22,Mar-1999,9.0,0.0,24071.0,70.8,41.0,f,INDIVIDUAL,0.0,0.0,"63525 Pitts Villages
West Janeview, NC 05113"
35000.0, 36 months,10.99,1145.69,B,B3,Cable Splicing Technician,10+ years,MORTGAGE,73320.0,Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,29.74,Nov-2001,11.0,0.0,14061.0,40.3,34.0,w,INDIVIDUAL,2.0,0.0,"956 Davies Street
Graystad, ND 00813"
3200.0, 36 months,19.52,118.15,D,D4,,10+ years,MORTGAGE,37000.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,Less Stress Loan,15.37,May-1983,6.0,1.0,9847.0,88.7,16.0,f,INDIVIDUAL,1.0,1.0,"2320 Mendez Estate Apt. 794
Chrisbury, HI 29597"
5500.0, 36 months,6.24,167.92,A,A2,technician,9 years,MORTGAGE,43000.0,Not Verified,Jul-2015,Fully Paid,home_improvement,Home improvement,20.23,Mar-2003,8.0,0.0,8800.0,35.6,18.0,w,INDIVIDUAL,3.0,0.0,"248 Melissa Fields
Rhondaton, AK 48052"
24000.0, 36 months,11.99,797.03,C,C1,Territory Manager,10+ years,RENT,70000.0,Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,20.47,Dec-2003,10.0,0.0,15975.0,61.4,40.0,f,INDIVIDUAL,0.0,0.0,"22541 Jackson Knolls
Kimberlyborough, DE 48052"
24000.0, 36 months,12.12,798.52,B,B3,,10+ years,MORTGAGE,126000.0,Source Verified,Mar-2013,Fully Paid,credit_card,Credit Card consolidation,7.89,Jun-1982,8.0,0.0,29265.0,82.9,15.0,w,INDIVIDUAL,2.0,0.0,"311 Timothy Pike
East Jeremy, MA 05113"
15000.0, 36 months,10.16,485.14,B,B1,,,MORTGAGE,45250.0,Verified,Aug-2012,Charged Off,debt_consolidation,Pay off of bills,7.98,Dec-1996,7.0,0.0,15757.0,45.1,26.0,f,INDIVIDUAL,6.0,0.0,"659 Stephanie Course Suite 591
Townsendborough, VT 48052"
4750.0, 36 months,17.77,171.18,D,D1,record access corporation,2 years,RENT,35000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,Debt consolidation,14.23,Apr-2005,13.0,0.0,3501.0,72.9,15.0,f,INDIVIDUAL,0.0,0.0,"051 Stuart Stream Suite 640
East Christophershire, VA 30723"
12000.0, 36 months,14.3,411.89,C,C1,Ultrasound Tech,6 years,MORTGAGE,74000.0,Not Verified,Nov-2013,Fully Paid,home_improvement,Kitchen,14.16,Sep-1993,12.0,0.0,15928.0,94.8,50.0,f,INDIVIDUAL,8.0,0.0,"1294 Turner Point Apt. 629
Thomaston, AR 70466"
16000.0, 60 months,15.1,381.48,C,C2,Instructional Coach,3 years,RENT,60000.0,Verified,Dec-2013,Charged Off,debt_consolidation,Debt Consolidation,24.8,May-1990,18.0,0.0,17714.0,50.6,42.0,f,INDIVIDUAL,3.0,0.0,"83141 Jennifer Shores
New Yvonnehaven, KS 86630"
25750.0, 60 months,19.19,670.67,E,E3,Practice Manager,10+ years,MORTGAGE,56000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,23.32,Mar-1987,16.0,0.0,20877.0,45.2,29.0,w,INDIVIDUAL,4.0,0.0,"168 Elizabeth Brooks Suite 336
North Charles, SC 30723"
35000.0, 60 months,14.99,832.47,C,C5,Senior Tester,10+ years,MORTGAGE,78000.0,Verified,Aug-2014,Charged Off,credit_card,Credit card refinancing,24.73,Dec-2000,16.0,0.0,25340.0,51.0,19.0,w,INDIVIDUAL,3.0,0.0,"3418 Watts Port
West Rebecca, CT 93700"
14400.0, 36 months,18.49,524.15,D,D2,Full Sail University,4 years,RENT,62000.0,Verified,Dec-2012,Fully Paid,credit_card,Credit Card Payoff,33.23,Sep-1998,14.0,0.0,11089.0,78.1,62.0,f,INDIVIDUAL,2.0,0.0,"79124 Williams Mall
Andrestad, AL 30723"
20000.0, 36 months,13.67,680.36,B,B5,Investment Accountant,5 years,MORTGAGE,62000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,Debt consolidation,15.18,May-1991,12.0,0.0,26768.0,44.6,20.0,w,INDIVIDUAL,2.0,0.0,"2870 Scott Shores Apt. 946
Cabreraborough, ID 70466"
35000.0, 36 months,17.27,1252.56,C,C5,Kaiser Foundation Health Care,7 years,RENT,120000.0,Verified,Mar-2013,Fully Paid,house,HOME,6.21,Sep-1997,8.0,0.0,8576.0,65.0,25.0,w,INDIVIDUAL,6.0,0.0,"688 Tammy Coves
New Tiffany, ID 70466"
12000.0, 60 months,18.25,306.36,D,D3,human resources administration,5 years,RENT,48500.0,Source Verified,May-2012,Charged Off,major_purchase,Major purchase,11.13,Aug-2006,9.0,0.0,5128.0,58.7,12.0,f,INDIVIDUAL,0.0,0.0,"7491 Cole Shores Apt. 678
West Ashley, MI 30723"
8000.0, 36 months,14.99,277.29,C,C5,Machine Operator,5 years,RENT,43000.0,Verified,Jul-2014,Fully Paid,moving,Moving and relocation,20.15,Oct-1999,11.0,1.0,4301.0,45.3,18.0,w,INDIVIDUAL,0.0,1.0,"71687 Brandi Station Suite 380
South Marystad, OH 48052"
18775.0, 36 months,12.12,624.68,B,B3,NOV Wilson,10+ years,MORTGAGE,70000.0,Not Verified,Nov-2012,Charged Off,debt_consolidation,Consolidated,12.03,Mar-2001,9.0,0.0,4875.0,32.3,29.0,f,INDIVIDUAL,2.0,0.0,"889 Moore Villages
South Brittanytown, WI 93700"
2200.0, 36 months,14.31,75.53,C,C4,IT Telecom Tech.,10+ years,RENT,58760.0,Source Verified,Nov-2014,Fully Paid,vacation,Vacation,31.47,Jul-2004,7.0,0.0,7312.0,85.0,20.0,f,INDIVIDUAL,0.0,0.0,"PSC 9280, Box 0253
APO AA 22690"
24000.0, 60 months,10.49,515.74,B,B3,Physician - Internal Medicine,10+ years,MORTGAGE,340000.0,Source Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,17.16,Jul-1990,24.0,0.0,111344.0,69.1,57.0,w,INDIVIDUAL,4.0,0.0,"225 Jones Rest
New Stevenchester, KS 30723"
16000.0, 60 months,15.88,388.07,C,C4,department of corrections,10+ years,RENT,67646.3,Verified,Jul-2013,Fully Paid,debt_consolidation,consolitdation,9.46,Apr-2002,10.0,0.0,8680.0,52.1,12.0,w,INDIVIDUAL,0.0,0.0,"01177 Brennan Club Apt. 436
Nicoleview, MA 70466"
3000.0, 36 months,19.72,111.07,D,D5,,4 years,RENT,41000.0,Source Verified,May-2013,Charged Off,small_business,business ,17.12,May-1985,8.0,0.0,16554.0,95.7,20.0,f,INDIVIDUAL,4.0,0.0,"2331 Washington Springs Suite 252
Port Stephanie, IN 93700"
14000.0, 36 months,15.61,489.51,D,D1,FINANCE SUPERVISOR,10+ years,OWN,48000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,15.41,Apr-1989,22.0,1.0,7276.0,25.5,57.0,f,INDIVIDUAL,1.0,0.0,"64418 Megan Glens Suite 191
Guzmanshire, NJ 05113"
8000.0, 36 months,10.99,261.88,B,B3,records supervisor,10+ years,RENT,87000.0,Not Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,12.68,May-1989,12.0,1.0,2605.0,28.0,50.0,f,INDIVIDUAL,6.0,1.0,"12459 Kelley Mountains
North Robertfurt, AR 22690"
28000.0, 36 months,12.99,943.3,C,C1,finance,6 years,RENT,98000.0,Source Verified,Aug-2014,Fully Paid,credit_card,Credit card refinancing,12.94,Sep-2003,10.0,1.0,10874.0,70.6,29.0,w,INDIVIDUAL,3.0,0.0,"93390 Beth Roads Suite 656
Averyville, NE 29597"
35000.0, 36 months,22.2,1340.29,E,E4,MO Air National Guard (Air Force),10+ years,MORTGAGE,81000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,Debt Consolidation,21.69,Sep-1998,20.0,0.0,27017.0,76.3,38.0,f,INDIVIDUAL,11.0,0.0,"98395 Andrea Well
Suarezfort, GA 29597"
12600.0, 60 months,26.24,379.05,E,E5,parts manager,10+ years,RENT,44543.0,Source Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,25.55,Oct-2004,9.0,0.0,5262.0,84.9,14.0,w,INDIVIDUAL,1.0,0.0,"0223 Rogers Plains
Taraton, MI 70466"
15000.0, 36 months,6.03,456.54,A,A1,Acct. Manager,6 years,MORTGAGE,117000.0,Verified,Sep-2014,Fully Paid,credit_card,Credit card refinancing,8.87,Apr-1991,24.0,1.0,29769.0,45.2,53.0,f,INDIVIDUAL,4.0,0.0,"1582 Nguyen Spurs
Butlerchester, WY 48052"
14000.0, 60 months,12.61,190.59,C,C2,John E. Phelan  PA,1 year,MORTGAGE,65004.0,Verified,Oct-2010,Charged Off,debt_consolidation,Jo-Loan,13.88,Dec-1976,21.0,0.0,11710.0,63.0,33.0,f,INDIVIDUAL,,0.0,"8816 Debbie Island
Lake Janet, ME 11650"
10000.0, 36 months,12.99,336.9,C,C2,physical therapist,< 1 year,MORTGAGE,101500.0,Not Verified,Jan-2015,Charged Off,home_improvement,Home improvement,11.11,Oct-1996,4.0,0.0,7656.0,127.6,47.0,f,INDIVIDUAL,3.0,0.0,"8954 Brenda Inlet Apt. 997
Stephaniefurt, HI 48052"
25000.0, 36 months,7.89,782.15,A,A5,AVP,4 years,MORTGAGE,105000.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,3.84,Sep-2003,11.0,0.0,44220.0,47.9,30.0,f,INDIVIDUAL,4.0,0.0,"6499 Hess Islands Apt. 647
Morenoton, IA 30723"
13500.0, 60 months,10.59,290.77,B,B2,City of Freeport Illinois,10+ years,MORTGAGE,61000.0,Not Verified,Jul-2011,Fully Paid,home_improvement,Siding,11.59,Oct-1991,10.0,0.0,10331.0,19.1,37.0,f,INDIVIDUAL,,0.0,"5493 Rodney Grove
New Ashleyborough, RI 48052"
14475.0, 60 months,17.57,364.2,D,D4,lead parts dist supervisor,10+ years,MORTGAGE,61000.0,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,12.71,Feb-2005,12.0,0.0,11421.0,57.7,20.0,f,INDIVIDUAL,1.0,0.0,"0289 Weber Lock Apt. 817
Port Jessicabury, NE 11650"
13700.0, 60 months,17.86,346.85,D,D5,Mortgage Processor,3 years,RENT,50256.0,Source Verified,Mar-2015,Charged Off,credit_card,Credit card refinancing,22.18,Apr-2001,13.0,0.0,24698.0,55.3,48.0,f,INDIVIDUAL,3.0,0.0,"619 Chambers Freeway Suite 860
Joneschester, VA 11650"
5000.0, 36 months,9.17,159.4,B,B1,Secretary,10+ years,OWN,45000.0,Not Verified,Sep-2014,Fully Paid,debt_consolidation,Debt consolidation,25.17,Nov-2002,9.0,0.0,2384.0,7.1,14.0,f,INDIVIDUAL,0.0,0.0,"3745 Charles Walk Suite 692
Blairshire, WA 70466"
6075.0, 36 months,15.8,212.98,C,C3,Bunch Care Solutions,2 years,OWN,27000.0,Not Verified,Apr-2013,Charged Off,home_improvement,Home,17.47,Jan-1999,10.0,0.0,7061.0,70.6,20.0,w,INDIVIDUAL,0.0,0.0,"007 Rose Crossing
New Davidhaven, CT 30723"
21000.0, 60 months,10.99,456.49,B,B4,Piping Estimator/Project Manager,10+ years,MORTGAGE,190000.0,Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,3.52,Jul-2004,7.0,0.0,16584.0,65.5,12.0,f,INDIVIDUAL,2.0,0.0,"Unit 9484 Box 6300
DPO AP 22690"
21000.0, 36 months,17.97,758.89,D,D4,Supervisory Accountant,8 years,MORTGAGE,81000.0,Verified,Jan-2016,Fully Paid,credit_card,Credit card refinancing,28.95,Jun-2001,12.0,0.0,20828.0,93.0,33.0,f,INDIVIDUAL,2.0,0.0,"455 Bailey Locks
North Joseview, AK 29597"
6850.0, 36 months,17.57,246.17,D,D4,Backup and Storage Administrator,9 years,RENT,70000.0,Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,7.39,Jun-1999,11.0,0.0,11898.0,34.2,20.0,f,INDIVIDUAL,1.0,0.0,"7351 Rebekah Plain Suite 148
Caldwellside, MA 70466"
35000.0, 36 months,16.55,1240.03,D,D2,Senior Minister,10+ years,RENT,190000.0,Source Verified,Sep-2015,Charged Off,house,Home buying,5.52,Dec-1994,10.0,1.0,433.0,3.0,42.0,f,INDIVIDUAL,4.0,0.0,"73165 Blanchard Loaf
West Stephanieville, NC 11650"
8000.0, 36 months,13.67,272.15,B,B5,Willamette University,2 years,RENT,45000.0,Source Verified,Jun-2012,Fully Paid,credit_card,Credit Card Consolidation,9.13,Jul-2002,17.0,0.0,4339.0,28.2,28.0,f,INDIVIDUAL,0.0,0.0,"643 Alfred Ridge
Robertfurt, FL 00813"
9600.0, 36 months,7.51,298.67,A,A3,Lowe's Home Improvement,6 years,RENT,50000.0,Not Verified,Jan-2012,Fully Paid,credit_card,Credit Consolidation,22.61,Sep-2001,14.0,0.0,16279.0,69.3,27.0,f,INDIVIDUAL,,0.0,"61660 Joshua Vista Apt. 039
Ewingport, VT 30723"
18500.0, 36 months,13.35,626.47,C,C2,Senior Business Analyst,10+ years,RENT,74000.0,Not Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,13.25,Sep-1996,14.0,0.0,10344.0,89.9,30.0,f,INDIVIDUAL,2.0,0.0,"90032 Deborah Glens Suite 666
West Mariachester, LA 30723"
6500.0, 36 months,10.64,211.7,B,B2,Georgia Department of Public Health,10+ years,MORTGAGE,54455.0,Not Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,14.19,Oct-1994,13.0,1.0,4463.0,38.1,27.0,w,INDIVIDUAL,4.0,1.0,"543 Anthony Spur
East Jeremychester, AK 30723"
20000.0, 36 months,11.55,660.0,B,B3,Vitalogy Skin Care,2 years,MORTGAGE,550000.0,Verified,Sep-2013,Fully Paid,wedding,Wedding / honeymoon loan,7.0,Oct-2000,12.0,0.0,9589.0,32.2,20.0,f,INDIVIDUAL,1.0,0.0,"1547 Brown Lane
Port Megan, LA 29597"
15500.0, 60 months,21.99,428.01,E,E5,Program Director,10+ years,MORTGAGE,62912.38,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,39.41,Oct-1993,30.0,0.0,53299.0,73.6,53.0,w,INDIVIDUAL,5.0,0.0,"00518 Jennifer Dale Suite 500
West Jamesport, OK 70466"
4000.0, 36 months,7.49,124.41,A,A4,Attorney,10+ years,MORTGAGE,210000.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,15.26,Nov-1990,17.0,0.0,47196.0,85.2,40.0,w,INDIVIDUAL,7.0,0.0,"859 Hernandez Pass Suite 629
Lake Jaredstad, OR 30723"
9650.0, 36 months,17.86,348.2,D,D5,Certified Medical Assistant,3 years,OWN,23000.0,Not Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,20.15,Sep-2007,13.0,0.0,9178.0,71.7,16.0,f,INDIVIDUAL,0.0,0.0,"053 David Inlet
Whitehaven, CA 86630"
12000.0, 36 months,10.74,391.39,B,B2,High Point Regional Hospital,10+ years,MORTGAGE,65000.0,Not Verified,Jun-2012,Fully Paid,debt_consolidation,Debt consolidation,16.11,Dec-1994,14.0,0.0,16378.0,28.9,38.0,f,INDIVIDUAL,5.0,0.0,"04877 Marilyn Course
Jenkinsbury, AZ 30723"
3000.0, 36 months,8.9,95.26,A,A5,International Paper,10+ years,MORTGAGE,83000.0,Not Verified,Aug-2012,Fully Paid,credit_card,consolidte,25.87,Mar-1987,16.0,0.0,21824.0,59.6,28.0,f,INDIVIDUAL,0.0,0.0,"3921 Thompson Fields
Lake Johnny, NC 70466"
9700.0, 36 months,12.49,324.46,B,B4,teacher,10+ years,MORTGAGE,55990.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,15.86,Mar-1990,9.0,0.0,9889.0,82.4,21.0,w,INDIVIDUAL,5.0,0.0,"6265 Taylor Center Suite 671
Sanchezland, AL 00813"
10000.0, 36 months,12.49,334.49,B,B5,Quality Control Inspector,4 years,MORTGAGE,55000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,19.11,Aug-2001,11.0,0.0,9062.0,51.8,26.0,w,INDIVIDUAL,1.0,0.0,"76636 Garcia Lake
Bryanberg, IL 48052"
24000.0, 36 months,6.03,730.46,A,A1,WW Supply Demand Product Planner,1 year,RENT,150000.0,Source Verified,Jun-2014,Fully Paid,credit_card,Credit card refinancing,10.99,Sep-2000,15.0,0.0,27562.0,51.8,36.0,w,INDIVIDUAL,0.0,0.0,"58956 Kimberly Stravenue
North Bradley, SC 30723"
35000.0, 36 months,13.65,1190.28,C,C1,Asset Manager Specialist,1 year,MORTGAGE,140000.0,Source Verified,Mar-2014,Fully Paid,credit_card,Credit card refinancing,18.88,Mar-2000,14.0,0.0,36319.0,64.9,34.0,f,INDIVIDUAL,1.0,0.0,"673 Tony Skyway Suite 607
Kennedybury, MT 00813"
15900.0, 36 months,18.25,576.82,E,E1,Supervisor,10+ years,MORTGAGE,80000.0,Not Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,11.21,Dec-2005,12.0,0.0,9992.0,87.6,20.0,w,INDIVIDUAL,1.0,0.0,"11742 Gonzales Landing Suite 776
South Kimberlymouth, OR 00813"
9275.0, 36 months,11.53,305.99,B,B5,Curriculum Coach,8 years,OWN,50000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,23.5,Jan-2002,12.0,0.0,8005.0,34.2,23.0,f,INDIVIDUAL,0.0,0.0,"931 Pennington Cliffs Apt. 311
Bradview, KS 70466"
20000.0, 36 months,14.99,693.21,C,C5,banquet server A list,10+ years,MORTGAGE,70000.0,Source Verified,Nov-2014,Charged Off,debt_consolidation,Debt consolidation,6.7,Jul-2001,9.0,0.0,10663.0,52.0,18.0,f,INDIVIDUAL,2.0,0.0,"77632 Holly Plaza Apt. 403
Lake Dana, MA 70466"
35000.0, 36 months,14.33,1201.84,C,C1,Philips Healthcare,8 years,MORTGAGE,110000.0,Source Verified,Dec-2012,Fully Paid,debt_consolidation,Debt consolidation,11.37,Aug-1992,11.0,0.0,47877.0,61.4,19.0,f,INDIVIDUAL,2.0,0.0,"Unit 6766 Box 3517
DPO AE 00813"
30000.0, 36 months,10.16,970.28,B,B1,EISENHOWER MEDICAL CENTER,2 years,MORTGAGE,150000.0,Verified,Apr-2013,Fully Paid,credit_card,consolidate,19.18,Dec-1990,16.0,0.0,33321.0,45.1,56.0,w,INDIVIDUAL,2.0,0.0,"83872 Nichols Valleys
Michelleland, IA 48052"
8500.0, 36 months,10.99,278.24,B,B3,,,RENT,65000.0,Verified,Oct-2014,Fully Paid,credit_card,Credit card refinancing,15.95,May-1997,4.0,0.0,14412.0,88.4,32.0,f,INDIVIDUAL,4.0,0.0,"75250 Brandon Brook
Port Jennifer, DE 00813"
20000.0, 60 months,22.99,563.7,F,F1,registered nurse,6 years,RENT,98000.0,Source Verified,Jan-2015,Charged Off,other,Other,19.6,Jun-2006,9.0,0.0,35453.0,90.4,19.0,f,INDIVIDUAL,0.0,0.0,"044 Anderson Well Suite 740
Matthewland, OK 11650"
22950.0, 60 months,18.49,588.92,E,E2,Bus Driver,< 1 year,RENT,70000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,11.78,Jul-2007,11.0,1.0,7123.0,34.4,17.0,f,INDIVIDUAL,1.0,1.0,"PSC 9870, Box 4272
APO AA 22690"
16300.0, 60 months,16.29,398.91,C,C4,Pinellas County Schools,3 years,RENT,40000.0,Verified,Apr-2013,Fully Paid,credit_card,Clearing debt to prepare for first home,24.0,Mar-1996,13.0,0.0,18498.0,61.7,14.0,f,INDIVIDUAL,0.0,0.0,"14630 Donna Junction Apt. 168
Desireechester, ID 70466"
14000.0, 36 months,13.11,472.46,B,B4,FLOWERS BAKERY,< 1 year,RENT,67000.0,Verified,Nov-2012,Fully Paid,debt_consolidation,consolidation,22.46,Aug-1989,19.0,0.0,13547.0,67.7,48.0,f,INDIVIDUAL,0.0,0.0,"7336 Kenneth Lock
Rebeccafort, WA 48052"
16000.0, 36 months,14.99,554.57,C,C5,production,4 years,MORTGAGE,75000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,15.5,Sep-1998,8.0,0.0,16329.0,57.7,28.0,f,INDIVIDUAL,6.0,0.0,"8863 Howell Station
Nancyberg, WA 30723"
4375.0, 36 months,10.16,141.5,B,B1,,,OWN,14700.0,Source Verified,Oct-2012,Fully Paid,debt_consolidation,BLESSINGS,31.92,Apr-2000,7.0,0.0,7870.0,76.4,18.0,f,INDIVIDUAL,0.0,0.0,"1901 Mackenzie Keys
Shawnfurt, KS 00813"
6400.0, 36 months,14.09,219.02,B,B5,Dent Neurologic Institute,10+ years,RENT,36400.0,Not Verified,Sep-2012,Fully Paid,debt_consolidation,pay off cards,6.7,Jun-2000,10.0,0.0,7582.0,58.8,19.0,f,INDIVIDUAL,0.0,0.0,"821 Kim Lock Apt. 237
Snowview, PA 48052"
5700.0, 36 months,17.57,204.85,D,D4,,,RENT,19020.0,Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,10.66,Jun-2004,5.0,0.0,6191.0,51.6,11.0,w,INDIVIDUAL,2.0,0.0,"136 Lisa Square Suite 534
Chelseaville, OH 48052"
5000.0, 36 months,14.09,171.11,B,B5,Kildare Enterprises,10+ years,OWN,108330.0,Not Verified,Oct-2012,Fully Paid,debt_consolidation,Debt Reduction,8.31,Mar-1976,7.0,0.0,22171.0,90.1,21.0,w,INDIVIDUAL,5.0,0.0,"923 Watson Centers
Youngfort, FL 70466"
10000.0, 36 months,12.99,336.9,B,B5,Assistant Branch Manager,10+ years,OWN,55000.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,5.85,Mar-1979,19.0,0.0,9134.0,11.8,45.0,f,INDIVIDUAL,1.0,0.0,"19499 Ellison Vista Apt. 907
Port Tylerview, SD 70466"
24000.0, 36 months,7.62,747.88,A,A3,Pima County,7 years,MORTGAGE,83397.0,Not Verified,Feb-2013,Charged Off,debt_consolidation,Debt Reduction,14.21,Aug-1986,9.0,0.0,28088.0,81.4,18.0,f,INDIVIDUAL,4.0,0.0,"1687 Jacobs Bypass Suite 956
Lake Lisaborough, NC 86630"
6000.0, 36 months,9.16,191.25,B,B2,Manager,10+ years,MORTGAGE,80000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,29.79,May-1997,14.0,0.0,15883.0,36.3,26.0,w,INDIVIDUAL,2.0,0.0,"27855 Hannah Neck Apt. 522
Lisamouth, FL 70466"
20000.0, 36 months,7.9,625.81,A,A4,ANCA,6 years,MORTGAGE,65000.0,Verified,Sep-2013,Fully Paid,credit_card,Paying off Prosper and Discover,25.81,Oct-1993,10.0,0.0,4898.0,13.0,26.0,w,INDIVIDUAL,3.0,0.0,"37125 Gray Skyway Suite 785
West Sharonmouth, AR 48052"
